"id","document_id","chunk_index","embedding","metadata","created_at"
1,1,0,"[0.005423947,-0.0044171377,-0.0029168427,0.0031228254,-0.028329963,0.013511041,-0.028576894,-0.038083788,0.04661542,0.0231249,0.009303846,-0.03173823,0.014980583,-0.006893522,-0.023259139,-0.008094464,-0.045301806,-0.0066157496,-0.06953792,-0.013706863,-0.020694211,-0.003222796,-0.03800259,-0.040317316,-0.03807315,0.034531623,0.010670084,0.031436734,0.090895675,0.043421783,-0.004459669,-0.010582037,0.018860245,-0.042468436,0.0022813913,-0.00018795801,0.0145055875,-0.020462269,-0.03267721,-0.061704036,0.03371405,-0.038920254,-0.0027237546,-0.058499206,-0.06298765,-0.011753219,-0.011327731,-0.013285224,-0.003007072,-0.038776238,-0.0014810927,0.005350991,0.021723095,0.0064134514,-0.012801385,0.013334374,-0.031126311,-0.009169196,0.014788436,0.026158324,0.023197308,0.022756582,-0.00919406,-0.087368995,0.011295826,-0.0059755915,0.002604988,0.0050622765,-0.004608175,-0.00041518634,-0.030781994,-0.00015206722,-0.056119464,-0.063249305,-0.040911566,-0.017448075,0.005329974,-0.019169634,-0.010963638,0.041410986,0.017044343,0.058923047,-0.021016216,0.01444919,-0.05087898,-0.028016213,0.042738378,0.04465474,0.0043377317,-0.018394588,0.018997177,0.03954207,-0.003982232,0.028306067,0.009943216,0.050979882,-0.022707472,0.032154348,-0.030191446,0.025380448,0.05407266,0.053033367,-0.026841247,0.03010307,-0.02512285,0.03450468,-0.0006415388,-0.035151184,-0.0032088323,-0.03352625,0.014274457,-0.011272837,0.021836815,-0.011039415,-0.004180425,0.00817822,-0.022520585,0.016684365,-0.020449309,-0.010304841,-0.009641277,0.0071807983,-0.0160078,0.013575093,0.016188785,-0.051888004,-0.020734167,0.008809437,-0.026354853,0.024567649,0.0059962524,-0.026493011,-0.05202076,0.049169075,-0.0138457315,0.042786628,0.03229747,0.053812504,0.0062352787,-0.023230769,0.04188006,0.025124358,-0.0116947545,0.09306876,-0.03010175,0.0080297785,-0.023608636,-0.02569454,-0.00018576802,-0.005738745,-0.029345931,-0.0057901805,0.019273685,0.004044818,-0.024646414,0.026357869,-0.020929791,0.028993709,0.014115311,0.009508685,-0.034682732,0.022661958,-0.0016106232,0.0452298,-0.02670706,0.03245251,-0.027323263,-0.019807661,-0.010361754,-0.03278647,0.035560768,0.033735633,-0.007032118,-0.011448558,0.037229065,0.03311802,0.0088534355,-0.023178076,0.06928173,0.013981556,0.004564575,0.019166945,0.043065216,0.0474682,-0.016065307,0.0003201223,0.0038084507,-0.015021442,0.0075468402,-0.033534035,0.012170737,0.009665085,-0.06323844,0.0034675153,-0.017348628,-0.021745421,-0.018997945,-0.05591646,-0.0080203945,-0.024052307,-0.010054509,0.012516593,0.014212435,0.0346295,-0.015495777,-0.02049393,0.046056118,0.03482182,-0.078587055,-0.0018971497,0.021481853,0.021598395,-0.045505382,-0.018968794,0.015098484,0.006455709,-0.037837856,0.03808108,0.04711893,-0.0030187122,-0.01119477,0.039485835,0.015443894,0.023278777,-0.0066507827,0.036204673,0.009236365,0.039429072,-0.042456128,-0.014046468,-0.003489857,-0.03620091,-0.011395682,0.051209193,0.05975186,-0.010999858,0.034427013,0.06391489,0.033810325,0.007997798,-0.011011494,-0.007347272,0.0149926795,0.038025968,0.029004788,0.024805477,0.01859974,-0.044959657,0.022946121,0.05291176,-0.044427723,0.088053904,0.029000985,-0.0025300789,-0.034914926,-0.00079963356,0.029951472,0.01523607,-0.06506247,0.01789682,0.022269428,-0.016123064,-0.0055073737,-0.0063237594,0.019515723,0.0014463381,0.018951505,0.026767608,-0.0068152323,-0.05167433,-0.024893777,-0.048600897,-0.055657316,0.04824765,-0.03707369,0.0077795824,0.015957713,-0.014690785,0.04280106,0.005400448,0.032372583,0.031967472,-0.0016121521,0.05859639,0.023570487,0.0023230747,-0.019021813,0.0053981757,-0.013105362,0.031537097,-0.04767563,0.015069882,0.013302877,0.012880055,0.025451086,-0.039622445,0.037529062,0.004573262,-0.030671671,0.026917748,0.01285508,-0.013235508,0.033216126,-0.010344824,-0.03141565,0.067243256,-0.0030614182,0.0013610204,0.060741287,-0.008437344,0.0011059099,0.027334671,0.0013297524,0.0018581249,-0.020694679,0.05570764,0.022180825,0.031215372,-0.017359024,-0.016740339,-0.004907971,-0.02556941,-0.00042196148,-0.014813145,-0.017807629,0.043881822,-0.013224923,-0.0709401,0.0046722535,-0.039255187,-0.031700447,-0.030012129,-0.024527853,0.03526966,0.010529896,0.01149226,0.031402178,0.01443546,0.0053253244,-0.023176854,0.003149526,-0.04405555,0.046696614,0.011669112,-0.012242037,-0.011039007,-0.0055516567,-0.039474238,-0.004509694,-0.00996182,-0.027005717,0.037379947,0.0066785896,0.00801807,-0.005051709,0.04967024,-0.045566753,-0.0039286534,-0.022577157,0.053111933,0.01640184,0.054912355,-0.02218643,-0.037896346,-0.047362674,-0.014867108,-0.055633254,0.0128305005,0.05187037,-0.042166274,0.03251016,0.0062719355,-0.014165204,0.0231073,-0.026293391,-0.008313599,0.06370945,0.0038155147,0.00445777,0.026140394,-0.016879322,0.041359585,0.043649845,0.065090634,-9.4670664e-05,-0.041761797,-0.024702651,-0.01695516,-0.036434308,-0.030920414,-0.007086116,0.015552886,0.020281104,-0.0064656055,-0.04468464,-0.023045704,0.039748404,0.033057325,0.034530755,0.010341155,0.02265083,0.028547706,0.029788919,0.01074145,-0.028118776,0.01371578,-0.04350446,0.021359576,0.010427629,-0.01186688,-0.028077615,-0.02559059,-0.014679538,0.0056515606,-0.022716861,-0.0076764813,-0.06611128,-0.012489299,0.028415225,0.06207159,-0.0025675397,-0.021873934,-0.022567375,0.0371634,0.026341494,-0.038379308,-0.0013722902,-0.01547266,-0.00082675164,0.039540086,0.003337933,-0.018182911,-0.009316129,-0.05428927,-0.054568484,0.050971113,0.06145727,-0.0076872497,0.008956703,-0.05519404,0.009886255,0.023472976,0.0029090378,-0.031871352,0.007434675,-0.016163459,-0.00857739,0.021364389,0.032198727,0.0031826575,0.015029141,-0.043482702,0.020961037,-0.024445035,-0.046317853,-0.029704303,0.017881349,-0.0033132953,0.052241553,-0.036796793,0.033441328,-0.03892322,0.051240727,-0.009866152,-0.027874297,0.050777946,-0.019912554,0.026819017,0.025858454,0.03564452,-0.041061778,0.04873932,-0.017824281,-0.042381354,-0.008413605,-0.001525219,0.025991088,-0.018335758,-0.026093313,0.03893402,-0.035918858,0.05753221,-0.020783434,-0.017429508,-0.037432447,-0.040817562,-0.012774089,-0.030527733,-0.039050505,0.048333686,-0.03599105,0.0053937966,0.04062223,0.014476908,-0.024461525,0.0030508533,-0.034681212,-0.01690949,0.034829,0.0072381645,0.020780342,-0.010135416,-0.055853453,-0.00087396376,-0.014613671,-0.011984355,-0.033052437,-0.00868418,-0.045263328,-0.022492694,-0.02559983,0.047544427,-0.039272364,0.023446826,0.013047961,0.033449315,-0.006299724,-0.020039052,-0.018258184,0.04542989,0.03378545,-0.028513804,-0.0010003654,0.06393938,0.030731622,0.06332683,0.021115258,0.00803171,-0.02222091,-0.0038917307,0.010437149,-0.042952254,0.00011797267,-0.039423537,-0.0038619142,0.008999488,0.018727563,0.027821507,-0.0024836361,0.009991766,-0.038271256,0.020763852,-0.021559495,0.007556611,0.0033219531,0.018218156,-0.0013356316,0.064711526,-0.01900753,0.010265309,-0.0051843408,0.006478155,0.051150043,0.020737734,-0.067179404,-0.023451831,0.02628476,-0.02751062,0.0057398137,0.0060339416,-0.03481699,0.046721205,-0.0028055622,-0.0054891137,-0.012174303,-0.012634094,-0.022571852,-0.006543272,0.03276203,-0.03645857,0.015550922,-0.022077845,0.01795548,-0.004661176,-0.036209844,0.00576313,-0.031003756,-0.016843757,-0.053826742,0.020258969,0.013763528,0.019951949,-0.015823688,-0.04676245,0.03498694,-0.036444467,0.04589087,0.06270428,0.0034218316,0.031138292,-0.013957827,0.012667656,0.026548332,0.028125184,-0.06568233,-0.0006857729,-0.004370515,-0.042565394,-0.051264867,-0.05056847,-0.012844762,-0.023883078,0.051914446,-0.020694923,-0.006957296,-0.016520929,-0.06397376,-0.02556563,0.06394681,-0.006207861,0.0037713274,0.027439615,0.007464511,0.02754819,0.00089999894,-0.032416116,-0.006983894,-0.044587936,0.037538614,-0.0002639708,-0.030262515,0.025827805,0.041163232,-0.067262895,-0.05526038,-0.03951902,-0.00010267954,-0.037517957,-0.0135453995,-0.03498489,0.018237013,-0.07581978,-0.014891782,0.027396273,0.015685754,-0.033434026,-0.039558582,-0.020703688,-0.007462155,0.00795324,0.056110937,0.024470482,-0.018480914,-0.00895781,-0.008103354,-0.0038360169,0.0062202704,0.052874655,-0.030751852,0.023484392,0.021565668,-0.005969739,0.02163604,0.0017531943,-0.024865147,0.025610965,-0.009123262,-0.029025245,-0.029638449,0.016777715,-0.011420102,0.040433038,-0.05942966,0.035041887,0.008326422,0.010698673,-0.0039048,-0.020564176,-0.013683588,-0.044082474,-0.0038227476,-0.04000413,-0.009702619,-0.048054997,0.008039977,-0.012969588,0.006134153,-0.0184056,0.035101768,-0.011479615,-0.006010502,-0.0053443215,-0.015615668,-0.06849376,-0.017648807,-0.051670812,-0.028659752,-0.011658917,0.041914284,0.012476297,-0.0212505,0.010269588,0.0011776395,-0.025551971,-0.011034733,-0.042062055,-0.04403067,-0.0120373275,-0.0055661113,0.005908795,0.019264925,-0.0036829545,-0.031794984,0.025443433,0.02314592,-0.03357891,-0.008772941,-0.008504387,0.004276346,0.034559526,0.0041289004,-0.017882437,0.0023237714,-0.013213783,0.003517786,0.04117402,0.012692122,0.02323176,-0.014393578,0.015946137,0.022771588,-0.019696904,0.0269213,0.03468325,0.008213102,0.028946813,-0.047708184,0.0034366706,-0.01621828,0.046926014,-0.04337456,0.049259152,0.028289616,0.013518141,0.04171966,-0.03086445,0.012356765,-0.034740523,-0.0038599186,0.015233754,0.018620962,-0.016127303,0.0053603104,0.018638792,0.00277193,0.020055821,0.028755553,-0.068871856,-0.061458662,0.019331858,-0.03973062,-0.0021061064,-0.06108939,-0.012183558,-0.014303848,0.04065054,-0.021858728,-0.017741265,0.0021598008,0.0434314,-0.014373049,-0.061201893,-0.01719292,-0.01703527,0.018058661,-0.032966573,-0.03790756,0.05909602,0.055464182,0.005566929,0.002720614,-0.061675314,-0.023830252,0.052806463,0.040376715,0.02376869,0.012990324,-0.042944226,0.061975352,-0.035496823,0.04838983,-0.013037155,-0.014783299,0.04992833,-0.026802393,-0.009303397,0.014819763,0.058185,-0.034852248,0.050058194,-0.013939574,-0.0045335228,0.019226912,-0.025167717,0.011793567,0.02995403,0.021427423,0.035935417,0.029133225,0.0029684962,0.0087368,-0.012905573,-0.023062315,0.023624066,0.035038043,-0.0020214065,0.045797095,-0.018121222,-0.022528283,-0.023843585,0.0015456213,0.010353515,-0.027816268,0.0010371474,-0.016134812,-0.013891603,0.045988582,0.0028663746,0.0011600362,0.010200974,-0.030997572,0.008336547,0.022780638,0.008828043,0.017317805,0.025001034,0.0092580225,0.014728325,0.028571445,0.0022898815,0.0036870823,-0.0013207478,-0.007751583,0.03604723,0.017368726,-0.029080652,-0.012559498,-0.04345083,0.04699019,0.028191296,-8.320372e-05,0.009633557,-0.023561135,-0.02971847,-0.0065869796,0.024048768,-0.005525812,0.020875433,0.016396683,-0.061626635,-0.029099539,0.037744585,-0.00046268883,0.0035799441,-0.008201567,0.04089957,-0.023620846,0.07709668,0.02035072,-0.0016587996,-0.0018528263,-0.03023129,-0.05486314,-0.015607948,-0.014268142,-0.006789752,0.0050527845,-0.02235876,-0.05738807,0.04228641,0.026821727,0.0010639064,-0.04900594,-0.0071218526,0.012406593,-0.0059799203,0.016880555,0.05256492,-0.032273233,-0.007880295,-0.043354653,0.012424032,-0.055036623,0.0104943635,-0.044363108,0.0030407556,-0.01317001,-0.04640609,0.0038447755,-0.06017067,-0.031790644,-0.039659984,0.0012098183,-0.046306506,0.042213537,0.015587524,0.033351395,-0.0033013504,-0.048891988,0.0043064845,0.042815693,0.061001122,-0.0044052037,0.007159335,-0.010454434,-0.0072287675,-0.023986483,-0.014662314,0.025851615,-0.008521705,-0.025895078,-0.037138823,0.0069548297,-0.033457458,-0.06998722,0.0069964244,0.027253216,0.028082736,-0.013391438,-0.033896305,-0.026581135,-0.029926825,-0.019823216,-0.009415876,0.019254822,0.013449413,0.010261161,0.037492875,-0.07237541,0.2666736,0.04922399,0.05139121,0.00725384,0.00019783706,0.004676273,0.062522635,0.020251246,0.02561918,-0.047580075,0.02023124,-0.030125737,0.020638054,0.022927793,-0.013736904,0.055596545,-0.04259501,0.007574225,0.019734725,-0.045161493,-0.028452978,0.0022943625,-0.016400544,0.028169077,0.04538414,0.024543043,-0.024097819,0.0041003614,-0.0052591404,0.012083454,0.01650539,0.013769101,0.051283136,-0.029012373,-0.016360637,0.021850841,0.00479783,0.006000397,-0.011474817,0.015124291,0.025483983,-0.04112306,-0.029291363,-0.0029554984,0.011221339,0.024990382,-0.026186557,-0.037476115,0.026744822,-0.066567644,-0.012699568,0.009151139,0.027195964,-0.03587107,-0.004117221,-0.007656827,-0.013728139,-0.018272802,0.012578981,-0.006206371,0.026035339,-0.03604531,-0.015473598,0.02842131,-0.02341977,0.03600968,0.015977414,0.014292143,-0.041793037,-0.058748372,-0.023990976,-0.014938391,-0.009682303,-0.028168662,0.039947376,0.030400252,-0.029390574,0.038254786,-0.0056465454,-0.044081017,0.00385645,-0.0015824479,0.0044958857,0.013618615,0.04539081,0.029975204,-0.047715414,0.031287484,-0.037851203,0.016376013,0.025626754,0.04242438,-0.017578617,0.010106548,0.005792787]","{""length"": 1664}","2026-06-09 05:49:36.326311"
2,2,0,"[-0.018078085,-0.031854104,-0.02100805,-0.016086819,-0.017914943,-0.0038880014,-0.044332422,-0.0153727215,-0.0006835149,0.035591897,0.008730924,-0.02363158,0.06068322,-0.053731613,-0.019324148,-0.015272674,-0.028206235,-0.007906228,-0.050936904,-0.019251049,0.007275923,0.011871409,-0.066327065,-0.013612277,-0.04093852,0.027351895,0.02683171,0.012614219,0.10232834,0.03954444,-0.011695194,-0.047434248,0.002581717,-0.057120156,-0.012732891,-0.020432577,0.042607088,-0.003949159,-0.04084518,-0.05214979,0.016321048,-0.033721097,0.01598651,-0.065852374,-0.029699393,0.014223117,0.01006615,-0.028318968,-0.0018996171,-0.047048997,-0.012301457,0.016183011,0.015898613,-0.009998629,0.017794618,0.011109367,-0.016493455,-0.0035320253,-0.010728302,0.014111317,0.021222746,0.030172965,-0.01962498,-0.06438073,0.005481901,0.025521232,0.04464407,-0.008934014,-0.02065826,-0.0071784137,-0.009139994,-0.0072682565,-0.080393665,-0.038614076,-0.03620757,-0.00044150738,0.036253925,-0.0005079399,0.005546647,0.032737385,-0.0015568773,0.051213756,-0.010873732,0.008466956,-0.03658119,-0.024358133,0.02452338,0.020513346,-0.012013298,-0.023530614,0.0104975905,0.027576275,0.0028933464,0.0033694694,0.00802765,0.042916108,-0.034770045,0.02053604,-0.03792521,0.026883928,0.03625294,0.0936557,-0.012000278,0.027093163,0.00096224144,0.010148346,-0.019520072,-0.041838076,-0.00072727364,-0.039925225,0.013587191,0.004586179,0.0396187,-0.021121182,-0.03648584,-0.011621738,0.012381463,0.01702673,-0.027864542,0.009729171,0.028239919,-0.01378315,-0.009376792,0.02249382,0.030417865,-0.035530914,-0.006591176,0.0558319,-0.009321538,-0.021716459,0.018530961,-0.043912753,-0.00804987,0.016876625,0.006746218,0.01528893,0.03642795,0.00045793364,0.01069393,-0.03445256,0.009225246,0.0027918743,-0.0014828579,0.09827215,-0.03866658,0.028292239,-0.033900358,-0.05302863,-0.040679257,-0.00668253,-0.007923145,0.005712848,0.00917761,0.004414783,-0.012781657,0.012241339,-0.019887479,0.024094244,0.046416815,-0.0034671084,-0.040819786,0.02799675,-0.045684602,0.037115972,-0.050578427,0.0029119076,0.028421931,-0.008194467,-0.008115475,-0.021442104,0.015443516,0.00066058035,-0.012087755,-0.022870282,0.05623941,0.016197553,0.028107394,0.0024391594,0.008460301,0.022849003,-0.012450191,0.025388554,0.043393627,0.07067979,-0.026074762,-0.02224283,0.0034052902,-0.016419658,-0.010060552,-0.02494179,-0.010111371,0.024688348,0.009577696,0.016855774,-0.006175395,0.017733028,-0.026744936,0.003453046,-0.0077277822,-0.0146036735,-0.007966473,0.008077554,0.0069574527,0.04284076,-0.016443567,3.349844e-05,0.02729699,0.04770576,-0.0559301,-0.008767902,0.018681405,0.024420995,-0.023657775,-0.0045598596,0.06668836,-0.028265432,-0.05414565,0.027243488,0.042935695,0.023822345,0.007226604,0.034198128,0.04250639,-0.007195071,-0.018882774,0.0016716466,-0.035775073,0.053670343,-0.0062528783,-0.0050797667,0.015772033,-0.029771697,0.0060017053,0.039820015,0.046834625,-0.013154548,0.060289912,0.077222824,0.046696857,0.019503225,-0.000267087,-0.0026271238,0.04491673,0.053418677,0.030782817,0.0047146394,0.005923782,-0.04013669,-0.0029505473,0.06149163,-0.050525192,0.05137282,-0.01189217,-0.009241537,-0.046941865,0.0030846137,0.01567213,0.042141203,-0.015207548,0.03352508,0.0030796528,-0.005275264,0.010324197,-0.0075788978,-0.015415751,0.00316873,-0.0067281015,0.047114484,0.017329203,-0.03921038,-0.014083441,-0.058639005,-0.06941779,0.02926817,-0.034503717,0.0023127515,0.0072153434,0.013243571,0.045035362,-0.0019463297,0.029211763,0.054932013,-0.013632045,0.040078882,0.053256612,-0.00061764295,-0.020361017,0.002212241,-0.017072132,0.019710766,-0.034774743,0.006702361,-0.023473162,-0.0072356276,-0.0013785277,-0.03048102,-0.020717354,0.0071576755,-0.07282631,0.026258245,-0.0074552684,-0.023542378,0.01871167,-0.00026876564,-0.010364531,0.038716134,-0.02112628,-0.0043709055,0.06622327,0.0065737064,-0.009766033,0.032128535,0.02349621,-0.010449026,-0.020295423,0.037987676,0.030369045,-0.0029439076,-0.06551949,-0.002864205,-0.02992043,-0.009693747,0.018360993,-0.048272613,-0.009162411,0.058324084,-0.021101158,-0.059256736,-0.010487751,-0.028983993,-0.017299986,-0.0045247385,-0.040565215,0.029846871,0.027542045,0.0154385585,-0.010814048,0.050319593,-0.0017905977,-0.041648965,0.0023380597,-0.029954763,-0.018654846,0.051215407,-0.032263998,-0.006574634,0.039472714,-0.06080581,0.04556159,-0.009268149,-0.030022398,0.025833583,0.01871707,-0.009367593,0.007984615,0.04676775,-0.04514713,-0.018669236,-0.017717162,0.026162429,-0.022131069,0.034913875,-0.0012872047,-0.03028449,-0.0847742,-0.027747583,-0.017757185,0.025498182,0.08187149,-0.06648458,0.022819081,0.014618688,-0.01817186,-0.00056014006,-0.017160688,-0.02634662,0.065272346,0.0070152096,0.012587631,-0.013958175,-0.023914663,0.020999683,0.032838166,0.06671923,-0.03162961,-0.011707402,-0.019067103,0.00080617476,-0.04259464,-0.033274308,-0.003431341,0.010475781,0.0025670906,-0.02020333,-0.04049511,-0.035078928,0.023844073,0.032879174,0.03449016,0.02498301,0.041405857,0.017577903,0.023530878,0.03372767,-0.038376413,-0.01276579,-0.0807671,2.5991174e-05,0.031310163,0.0036541435,-0.01632176,0.004932861,0.010144073,0.003063996,-0.019893989,-0.024244625,-0.024267666,0.00063003786,0.030212011,0.081173725,-0.004981148,-0.023582965,-0.03504612,0.026104886,-0.007872343,-0.03836732,-0.017310916,-0.040093098,0.044122014,0.028178783,-0.016857808,-0.016805192,0.026870087,-0.042216018,-0.042669747,0.040974103,0.055921696,-0.034051023,-0.0076984153,-0.004684634,0.049985792,-0.005633242,-0.004407472,-0.005471308,-0.020254778,-0.018515134,-0.010356647,0.015209802,0.020023739,0.004761074,0.0066844663,-0.015831416,0.034966353,-0.009771221,-0.063778855,-0.026364911,-0.011620387,0.008787892,0.036524907,-0.0063624782,0.017671416,-0.017701885,0.042948905,0.026228357,-0.03863572,0.034602657,0.040993035,0.037591066,0.0023581348,0.010834446,0.015717303,0.01910386,-0.0064723757,-0.023654506,0.03009141,0.0116033405,0.008465264,-0.008957491,-0.03256752,0.022069465,-0.0368016,0.068196304,0.018653758,-0.031772416,0.0047420226,-0.027699055,-0.015973555,0.020739615,-0.031166576,0.033593196,0.003825019,-0.010765238,0.014261593,0.017437423,-0.046349674,-0.011872533,-0.03542839,-0.020547785,0.019989837,0.00022862658,0.025314806,-0.032935485,-0.018724632,-0.048238125,-0.0019617486,-0.02437447,-0.0603031,0.0002092737,-0.021296075,0.0089837825,-0.005598391,-0.003052818,-0.0070386785,0.018070582,-0.02044811,0.02180043,-0.020201458,0.0073188986,-0.011983091,0.045664426,0.03151158,-0.042228505,-0.009259025,0.06969924,-0.017954601,0.06788558,0.0028058342,-0.004605506,-0.014892729,-0.03983512,0.0013177869,-0.017398922,0.007070113,-0.018573781,0.0047998265,-0.002006051,0.03249246,0.018363653,-0.025718682,0.028132958,-0.06278604,0.021409292,-0.037525292,0.0060003605,-0.004516181,0.02087656,0.00063748244,0.045848694,-0.034824464,0.050008908,0.027433041,-0.008644818,0.0067382855,0.027177908,-0.081293166,-0.044704888,0.041629575,-0.024938546,0.014467217,0.014719329,-0.05746814,0.045152746,-0.060828276,-0.011294627,-0.0077156513,-0.005355799,-0.03345028,0.009496608,0.031914085,-0.040715553,0.021502355,-0.008106556,0.024061723,-0.011730165,-0.018066518,-0.032670364,-0.046223238,0.0035104107,-0.05803963,0.03257902,0.007904225,0.008627146,0.013406759,-0.044723954,0.02874701,-0.06549991,0.023577308,0.043886576,0.009181174,0.016982483,-0.037628524,0.02805452,0.0021367283,0.018725982,-0.02388211,-0.028984234,0.0004505648,-0.051056806,-0.036555577,-0.04815373,-0.00023016684,0.0035886157,0.044760607,-0.014753853,0.028382096,-0.017524721,-0.01470568,-0.016618207,0.062447708,-0.03767191,0.010427589,0.037488792,-0.036612086,0.024023544,0.0213333,-0.06627313,0.0067015802,-0.04744145,0.06255731,0.0053849244,-0.02446188,0.05580701,0.03579081,-0.042249106,-0.07842886,0.01097268,0.012117991,0.026016494,-0.024835594,-0.029856622,0.042714376,-0.043114327,-0.009589806,0.016387533,0.004294424,-0.0047332663,-0.017289927,-0.0061239726,-0.026224388,0.006452854,0.07198625,-0.0020105664,-0.038132127,-0.00049579464,0.006389492,-0.0053313463,0.024233188,0.048328847,-0.019289525,0.016731806,0.041075613,-0.022939894,0.042556774,-0.039493926,0.0028889477,0.028502129,-0.030884026,-0.042187914,-0.020481898,0.0025223435,-0.019772056,0.033833895,-0.049609493,-0.01328011,0.016149966,0.009839761,-0.010889345,-0.008200011,0.0029645981,-0.05385008,-0.023423627,-0.032023,0.005830292,-0.00996333,0.026525175,0.017255213,0.0012180369,-0.02765815,0.038215023,-0.011286955,-0.010874362,0.003296755,0.017306605,-0.059615716,-0.01632605,-0.036349997,-0.018146085,0.009642001,-0.008111939,-0.006873206,-0.020103786,0.046472725,-0.0046852115,-0.006459207,-0.021877272,-0.03074816,-0.028186478,0.006089068,-0.003336273,0.0044668354,0.0029467908,0.015225005,-0.012724082,0.0024640039,0.022652406,-0.022174748,0.00245111,-0.030563796,-0.004509811,-0.006301089,-0.0036287261,-0.012771363,0.03931818,-0.016696751,-0.01817407,0.03618788,0.009713627,0.0247718,0.0153271435,0.009253414,0.04955023,0.0049520647,0.0075816684,0.021324927,0.02521352,0.028417328,-0.055713277,-0.0067440695,-0.010901371,0.01289124,0.0077827866,0.04023995,0.036503598,-0.009390164,0.03144686,-0.03689967,0.018213851,-0.060790334,-0.030519435,0.0052978084,0.05029097,0.022230947,0.005837323,0.01917712,0.004768851,0.018242737,-0.0041065407,-0.05347943,-0.07485135,0.005284823,-0.05320009,0.02502994,-0.03273531,-0.01181397,-0.019883176,0.044957004,0.030216213,-0.005812579,0.015325612,0.06730338,-0.044811383,-0.054894283,-0.06854645,0.015801642,0.033883873,-0.009758639,-0.034553733,0.029328352,0.047076646,0.044763565,-0.006427133,-0.0137929795,0.017182292,0.046601932,0.048691034,-0.016252525,0.019434275,-0.025564263,0.03604603,0.00055516046,0.033074602,-0.013746381,0.012871758,0.003676142,-0.023461541,-0.059007164,-0.0031799038,0.040607214,-0.04268263,0.022654751,-0.015653754,-0.01697648,-0.0050893547,0.010126043,-0.013998024,0.044990033,0.009906791,0.015902119,-0.008122161,-0.00944623,0.005785389,-0.0060297376,-0.020273052,0.044893116,0.047182556,-0.02409832,0.014308941,-0.026715282,-0.0043377774,0.0014858197,0.006841669,0.04350543,-0.028844377,-0.0018278947,-0.041641545,-0.042721108,0.022240892,-0.031260736,-0.020712225,-0.017657358,-0.009428531,0.0005374065,0.01668098,0.014384196,0.01244201,0.018692946,0.010342106,0.013647678,0.01766088,0.0060389317,-0.021315396,0.008346041,0.0056292587,0.041445877,0.03626197,0.0013475865,-0.0432569,-0.018305605,0.0534541,0.0031619535,0.0038428342,0.032850906,-0.018649524,-0.022499982,-0.009828646,0.01466156,-0.05057479,-0.017145757,0.04767567,-0.060341273,-0.055539556,0.016570823,-0.012735438,0.009347738,0.017943902,0.021642026,-0.02065429,0.017110465,0.0066254623,-0.026146727,-0.0085781915,-0.022979347,-0.03864701,-0.016994148,0.00478675,0.00840885,0.004976941,-0.0031605696,-0.02777815,0.024547672,-0.0038809893,0.003817201,-0.036691144,0.023596812,0.019225135,-0.01867325,0.008121788,0.026557943,0.024763219,0.0049692914,-0.025815783,-0.0067376397,-0.03392781,0.012040684,-0.03804669,0.0010199847,-0.0033050943,-0.0067930683,-0.01600116,-0.05993523,-0.013468127,-0.009750098,0.02491561,-0.039697327,0.034189723,0.017243428,0.038876817,-0.011669052,-0.0899472,-0.0035198075,0.007674288,0.05426953,-0.025739418,0.027323497,-0.0033968992,0.035072334,-0.019985452,0.022666221,0.017043484,-0.02792916,-0.020562502,-0.01719251,-0.008533872,0.0036550616,-0.042943757,-0.0024165104,0.002846685,0.034507282,-0.0022938617,-0.0411764,-0.018475093,-0.079663694,-0.030248988,-0.052366428,0.031378303,-0.018336033,0.029250534,0.034686796,-0.07889791,0.27340552,0.07348019,0.040161178,0.0021885312,0.023305222,0.020317985,0.056728747,-0.00802658,0.03770685,-0.010200863,0.014079792,-0.031951483,0.020845728,0.017394803,-0.022469254,0.045419015,-0.03797072,0.008214905,0.007695945,-0.06890612,-0.038451094,-0.0042273216,-0.009382352,0.0032467104,0.029109742,0.015410925,-0.010223673,-0.007858398,0.0099842595,-0.00994673,0.020088822,-0.00010727416,0.06431133,-0.050601665,0.018746551,0.042155154,0.0012751152,-0.029911129,0.0052119265,0.014718464,0.018123891,0.0019357735,-0.0052957046,-0.007223014,-0.022511888,0.03864617,-0.01708233,-0.033603944,0.029262729,-0.042520277,0.0022557727,-0.0009723671,0.026503183,-0.0052239867,0.014419092,0.026126385,-0.0049190694,-0.03039303,-0.008222892,-0.015119915,0.033282988,-0.010154329,0.0028820732,0.049840786,-0.027213747,0.04506393,0.008351607,0.013005089,-0.021762708,-0.054430746,-0.02437421,0.008364136,-0.047586754,-0.02137167,0.027808446,0.024378262,-0.007468869,0.04725346,0.016842697,-0.028802114,0.0006685977,0.0036721516,-0.027710756,-0.0143369995,0.035431113,0.027635753,-0.045881562,-0.014877567,-0.03774041,0.0075873393,0.004729841,0.05907259,-0.017121056,-0.002887275,0.021655137]","{""length"": 1784}","2026-06-09 05:49:36.526411"
